,item,year,tonnes_exported
7427,"meat, goat",2013,0.0
7428,"meat, goat",2014,0.0
7429,"meat, goat",2015,0.0
7430,"meat, goat",2016,0.0
7431,"meat, goat",2017,0.0
7432,"meat, goat",2018,0.0
7433,"meat, goat",2019,2.0
7477,"meat, goose and guinea fowl",2004,0.0
7478,"meat, goose and guinea fowl",2005,0.0
7479,"meat, goose and guinea fowl",2006,0.0
7480,"meat, goose and guinea fowl",2007,0.0
7481,"meat, goose and guinea fowl",2008,0.0
7482,"meat, goose and guinea fowl",2009,0.0
7483,"meat, goose and guinea fowl",2010,0.0
7484,"meat, goose and guinea fowl",2011,0.0
7485,"meat, goose and guinea fowl",2012,0.0
7486,"meat, goose and guinea fowl",2013,0.0
7487,"meat, goose and guinea fowl",2014,0.0
7488,"meat, goose and guinea fowl",2015,0.0
7489,"meat, goose and guinea fowl",2016,0.0
7490,"meat, goose and guinea fowl",2017,0.0
7491,"meat, goose and guinea fowl",2018,0.0
7492,"meat, goose and guinea fowl",2019,0.0
7536,"meat, horse",2004,20514.0
7537,"meat, horse",2005,19101.0
7538,"meat, horse",2006,16186.0
7539,"meat, horse",2007,13102.0
7540,"meat, horse",2008,9870.0
7541,"meat, horse",2009,9247.0
7542,"meat, horse",2010,3348.0
7543,"meat, horse",2011,2082.0
7544,"meat, horse",2012,2376.0
7545,"meat, horse",2013,1768.0
7546,"meat, horse",2014,2118.0
7547,"meat, horse",2015,2775.0
7548,"meat, horse",2016,2747.0
7549,"meat, horse",2017,3063.0
7550,"meat, horse",2018,3862.0
7551,"meat, horse",2019,2535.0
7595,"meat, pork",2004,335684.0
7596,"meat, pork",2005,389755.0
7597,"meat, pork",2006,349530.0
7598,"meat, pork",2007,427505.0
7599,"meat, pork",2008,369723.0
7600,"meat, pork",2009,436488.0
7601,"meat, pork",2010,394607.0
7602,"meat, pork",2011,377096.0
7603,"meat, pork",2012,415625.0
7604,"meat, pork",2013,387648.0
7605,"meat, pork",2014,392204.0
7606,"meat, pork",2015,441855.0
7607,"meat, pork",2016,590805.0
7608,"meat, pork",2017,561249.0
7609,"meat, pork",2018,524319.0
7610,"meat, pork",2019,627382.0
7654,"meat, rabbit",2004,0.0
7655,"meat, rabbit",2005,0.0
7656,"meat, rabbit",2006,0.0
7657,"meat, rabbit",2007,0.0
7658,"meat, rabbit",2008,0.0
7659,"meat, rabbit",2009,0.0
7660,"meat, rabbit",2010,0.0
7661,"meat, rabbit",2011,0.0
7662,"meat, rabbit",2012,0.0
7663,"meat, rabbit",2013,0.0
7664,"meat, rabbit",2014,0.0
7665,"meat, rabbit",2015,0.0
7666,"meat, rabbit",2016,0.0
7667,"meat, rabbit",2017,0.0
7668,"meat, rabbit",2018,0.0
7669,"meat, rabbit",2019,0.0
7713,"meat, turkey",2004,134339.0
7714,"meat, turkey",2005,111837.0
7715,"meat, turkey",2006,78991.0
7716,"meat, turkey",2007,84202.0
7717,"meat, turkey",2008,95567.0
7718,"meat, turkey",2009,76687.0
7719,"meat, turkey",2010,78062.0
7720,"meat, turkey",2011,72661.0
7721,"meat, turkey",2012,94242.0
7722,"meat, turkey",2013,92057.0
7723,"meat, turkey",2014,79576.0
7724,"meat, turkey",2015,83525.0
7725,"meat, turkey",2016,93421.0
7726,"meat, turkey",2017,72373.0
7727,"meat, turkey",2018,62749.0
7728,"meat, turkey",2019,35035.0
7772,"melons, other (inc.cantaloupes)",2004,142587.0
7773,"melons, other (inc.cantaloupes)",2005,179831.0
7774,"melons, other (inc.cantaloupes)",2006,172809.0
7775,"melons, other (inc.cantaloupes)",2007,204502.0
7776,"melons, other (inc.cantaloupes)",2008,211790.0
7777,"melons, other (inc.cantaloupes)",2009,183912.0
7778,"melons, other (inc.cantaloupes)",2010,177828.0
7779,"melons, other (inc.cantaloupes)",2011,169576.0
7780,"melons, other (inc.cantaloupes)",2012,181768.0
7781,"melons, other (inc.cantaloupes)",2013,191413.0
7782,"melons, other (inc.cantaloupes)",2014,196850.0
7783,"melons, other (inc.cantaloupes)",2015,223746.0
7784,"melons, other (inc.cantaloupes)",2016,224688.0
7785,"melons, other (inc.cantaloupes)",2017,233653.0
7786,"melons, other (inc.cantaloupes)",2018,197596.0
7787,"melons, other (inc.cantaloupes)",2019,251638.0
7831,milk,2004,59295.0
7832,milk,2005,68673.0
7833,milk,2006,78076.0
7834,milk,2007,84392.0
7835,milk,2008,131011.0
7836,milk,2009,54614.0
7837,milk,2010,41059.0
7838,milk,2011,28940.0
7839,milk,2012,29518.0
7840,milk,2013,29375.0
7841,milk,2014,73858.0
7842,milk,2015,65534.0
7843,milk,2016,42891.0
7844,milk,2017,25985.0
7845,milk,2018,13083.0
7846,milk,2019,14171.0
7890,millet,2004,0.0
7891,millet,2005,0.0
7892,millet,2006,1.0
7893,millet,2007,0.0
7894,millet,2008,0.0
7895,millet,2009,2.0
7896,millet,2010,2.0
7897,millet,2011,2.0
7898,millet,2012,3.0
7899,millet,2013,2.0
7900,millet,2014,0.0
7901,millet,2015,0.0
7902,millet,2016,0.0
7903,millet,2017,0.0
7904,millet,2018,39.0
7905,millet,2019,1248.0
7949,mixes and doughs,2004,723.0
7950,mixes and doughs,2005,957.0
7951,mixes and doughs,2006,701.0
7952,mixes and doughs,2007,971.0
7953,mixes and doughs,2008,930.0
7954,mixes and doughs,2009,1306.0
7955,mixes and doughs,2010,1225.0
7956,mixes and doughs,2011,1492.0
7957,mixes and doughs,2012,1894.0
7958,mixes and doughs,2013,2068.0
7959,mixes and doughs,2014,2330.0
7960,mixes and doughs,2015,2670.0
7961,mixes and doughs,2016,5633.0
7962,mixes and doughs,2017,5538.0
7963,mixes and doughs,2018,7220.0
7964,mixes and doughs,2019,28537.0
8008,molasses,2004,56219.0
8009,molasses,2005,61224.0
8010,molasses,2006,21199.0
8011,molasses,2007,97.0
8012,molasses,2008,12234.0
8013,molasses,2009,55913.0
8014,molasses,2010,46894.0
8015,molasses,2011,2.0
8016,molasses,2012,3.0
8017,molasses,2013,29.0
8018,molasses,2014,8.0
8019,molasses,2015,69.0
8020,molasses,2016,1200.0
8021,molasses,2017,65.0
8022,molasses,2018,54.0
8023,molasses,2019,72.0
8067,mushrooms,2004,62.0
8068,mushrooms,2005,55.0
8069,mushrooms,2006,16.0
8070,mushrooms,2007,17.0
8071,mushrooms,2008,12.0
8072,mushrooms,2009,17.0
8073,mushrooms,2010,21.0
8074,mushrooms,2011,26.0
8075,mushrooms,2012,26.0
8076,mushrooms,2013,37.0
8077,mushrooms,2014,26.0
8078,mushrooms,2015,25.0
8079,mushrooms,2016,29.0
8080,mushrooms,2017,26.0
8081,mushrooms,2018,37.0
8082,mushrooms,2019,70.0
8126,mustard seed,2004,0.0
8127,mustard seed,2005,5.0
8128,mustard seed,2006,2.0
8129,mustard seed,2007,0.0
8130,mustard seed,2008,0.0
8131,mustard seed,2009,1.0
8132,mustard seed,2010,0.0
8133,mustard seed,2011,0.0
8134,mustard seed,2012,0.0
8135,mustard seed,2013,0.0
8136,mustard seed,2014,0.0
8137,mustard seed,2015,0.0
8138,mustard seed,2016,0.0
8139,mustard seed,2017,1.0
8140,mustard seed,2018,0.0
8141,mustard seed,2019,1.0
8185,"nutmeg, mace and cardamoms",2004,474.0
8186,"nutmeg, mace and cardamoms",2005,744.0
8187,"nutmeg, mace and cardamoms",2006,1490.0
8188,"nutmeg, mace and cardamoms",2007,368.0
8189,"nutmeg, mace and cardamoms",2008,5.0
8190,"nutmeg, mace and cardamoms",2009,2.0
8191,"nutmeg, mace and cardamoms",2010,0.0
8192,"nutmeg, mace and cardamoms",2011,13.0
8193,"nutmeg, mace and cardamoms",2012,1.0
8194,"nutmeg, mace and cardamoms",2013,0.0
8195,"nutmeg, mace and cardamoms",2014,0.0
8196,"nutmeg, mace and cardamoms",2015,26.0
8197,"nutmeg, mace and cardamoms",2016,0.0
8198,"nutmeg, mace and cardamoms",2017,0.0
8199,"nutmeg, mace and cardamoms",2018,0.0
8200,"nutmeg, mace and cardamoms",2019,1.0
8244,nuts,2004,107522.0
8245,nuts,2005,127143.0
8246,nuts,2006,111935.0
8247,nuts,2007,108419.0
8248,nuts,2008,102408.0
8249,nuts,2009,117295.0
8250,nuts,2010,108729.0
8251,nuts,2011,99882.0
8252,nuts,2012,109895.0
8253,nuts,2013,125596.0
8254,nuts,2014,100449.0
8255,nuts,2015,149370.0
8256,nuts,2016,151256.0
8257,nuts,2017,188047.0
8258,nuts,2018,256720.0
8259,nuts,2019,236997.0
8303,oats,2004,2441.0
8304,oats,2005,1602.0
8305,oats,2006,994.0
8306,oats,2007,1962.0
8307,oats,2008,5112.0
8308,oats,2009,9982.0
8309,oats,2010,4369.0
8310,oats,2011,9570.0
8311,oats,2012,2477.0
8312,oats,2013,7030.0
8313,oats,2014,6493.0
8314,oats,2015,10043.0
8315,oats,2016,1663.0
8316,oats,2017,2005.0
8317,oats,2018,5394.0
8318,oats,2019,5216.0
8362,offals,2004,82304.0
8363,offals,2005,88161.0
8364,offals,2006,98684.0
8365,offals,2007,112648.0
8366,offals,2008,120669.0
8367,offals,2009,141200.0
8368,offals,2010,140218.0
8369,offals,2011,158944.0
8370,offals,2012,171137.0
8371,offals,2013,194539.0
8372,offals,2014,202578.0
8373,offals,2015,181090.0
8374,offals,2016,209883.0
8375,offals,2017,218356.0
8376,offals,2018,219496.0
8377,offals,2019,234246.0
8421,"oil, boiled etc",2004,6527.0
8422,"oil, boiled etc",2005,11331.0
8423,"oil, boiled etc",2006,14276.0
8424,"oil, boiled etc",2007,19600.0
8425,"oil, boiled etc",2008,8545.0
8426,"oil, boiled etc",2009,9190.0
8427,"oil, boiled etc",2010,14398.0
8428,"oil, boiled etc",2011,11348.0
8429,"oil, boiled etc",2012,12480.0
8430,"oil, boiled etc",2013,10379.0
8431,"oil, boiled etc",2014,7520.0
8432,"oil, boiled etc",2015,11134.0
8433,"oil, boiled etc",2016,11193.0
8434,"oil, boiled etc",2017,8774.0
8435,"oil, boiled etc",2018,10678.0
8436,"oil, boiled etc",2019,13497.0
8480,"oil, castor beans",2004,824.0
8481,"oil, castor beans",2005,11782.0
8482,"oil, castor beans",2006,4343.0
8483,"oil, castor beans",2007,746.0
8484,"oil, castor beans",2008,237.0
8485,"oil, castor beans",2009,874.0
8486,"oil, castor beans",2010,2007.0
8487,"oil, castor beans",2011,10627.0
8488,"oil, castor beans",2012,368.0
8489,"oil, castor beans",2013,112.0
8490,"oil, castor beans",2014,585.0
8491,"oil, castor beans",2015,4598.0
8492,"oil, castor beans",2016,1466.0
8493,"oil, castor beans",2017,385.0
8494,"oil, castor beans",2018,332.0
8495,"oil, castor beans",2019,466.0
8539,"oil, citronella",2004,0.0
8540,"oil, citronella",2005,0.0
8541,"oil, citronella",2006,0.0
8542,"oil, citronella",2007,0.0
8543,"oil, citronella",2008,0.0
8544,"oil, citronella",2009,0.0
8545,"oil, citronella",2010,0.0
8546,"oil, citronella",2011,0.0
8547,"oil, citronella",2012,0.0
8548,"oil, citronella",2013,0.0
8549,"oil, citronella",2014,0.0
8550,"oil, citronella",2015,0.0
8551,"oil, citronella",2016,0.0
8552,"oil, citronella",2017,0.0
8553,"oil, citronella",2018,0.0
8554,"oil, citronella",2019,0.0
8598,"oil, coconut (copra)",2004,2.0
8599,"oil, coconut (copra)",2005,0.0
8600,"oil, coconut (copra)",2006,2.0
8601,"oil, coconut (copra)",2007,0.0
8602,"oil, coconut (copra)",2008,0.0
8603,"oil, coconut (copra)",2009,2.0
8604,"oil, coconut (copra)",2010,0.0
8605,"oil, coconut (copra)",2011,13.0
8606,"oil, coconut (copra)",2012,24.0
8607,"oil, coconut (copra)",2013,2.0
8608,"oil, coconut (copra)",2014,1.0
8609,"oil, coconut (copra)",2015,14.0
8610,"oil, coconut (copra)",2016,75.0
8611,"oil, coconut (copra)",2017,43.0
8612,"oil, coconut (copra)",2018,28.0
8613,"oil, coconut (copra)",2019,46.0
8657,"oil, cottonseed",2004,44410.0
8658,"oil, cottonseed",2005,62644.0
8659,"oil, cottonseed",2006,26081.0
8660,"oil, cottonseed",2007,17607.0
8661,"oil, cottonseed",2008,20488.0
8662,"oil, cottonseed",2009,6683.0
8663,"oil, cottonseed",2010,56.0
8664,"oil, cottonseed",2011,3521.0
8665,"oil, cottonseed",2012,1000.0
8666,"oil, cottonseed",2013,1.0
8667,"oil, cottonseed",2014,2711.0
8668,"oil, cottonseed",2015,7735.0
8669,"oil, cottonseed",2016,14250.0
8670,"oil, cottonseed",2017,3969.0
8671,"oil, cottonseed",2018,512.0
8672,"oil, cottonseed",2019,3041.0
8716,"oil, essential nes",2004,73507.0
8717,"oil, essential nes",2005,74356.0
8718,"oil, essential nes",2006,78518.0
8719,"oil, essential nes",2007,75651.0
8720,"oil, essential nes",2008,72534.0
8721,"oil, essential nes",2009,68681.0
8722,"oil, essential nes",2010,70205.0
8723,"oil, essential nes",2011,59443.0
8724,"oil, essential nes",2012,66829.0
8725,"oil, essential nes",2013,68915.0
8726,"oil, essential nes",2014,56348.0
8727,"oil, essential nes",2015,55916.0
8728,"oil, essential nes",2016,52655.0
8729,"oil, essential nes",2017,53794.0
8730,"oil, essential nes",2018,54501.0
8731,"oil, essential nes",2019,56149.0
8775,"oil, groundnut",2004,8717.0
8776,"oil, groundnut",2005,20524.0
8777,"oil, groundnut",2006,17829.0
8778,"oil, groundnut",2007,9152.0
8779,"oil, groundnut",2008,19468.0
8780,"oil, groundnut",2009,31056.0
8781,"oil, groundnut",2010,23516.0
8782,"oil, groundnut",2011,23485.0
8783,"oil, groundnut",2012,37948.0
8784,"oil, groundnut",2013,63250.0
8785,"oil, groundnut",2014,38389.0
8786,"oil, groundnut",2015,58729.0
8787,"oil, groundnut",2016,45398.0
8788,"oil, groundnut",2017,48683.0
8789,"oil, groundnut",2018,63430.0
8790,"oil, groundnut",2019,48676.0
8834,"oil, linseed",2004,22.0
8835,"oil, linseed",2005,13.0
8836,"oil, linseed",2006,10.0
8837,"oil, linseed",2007,521.0
8838,"oil, linseed",2008,13.0
8839,"oil, linseed",2009,4.0
8840,"oil, linseed",2010,2.0
8841,"oil, linseed",2011,3.0
8842,"oil, linseed",2012,5.0
8843,"oil, linseed",2013,5.0
8844,"oil, linseed",2014,3.0
8845,"oil, linseed",2015,6.0
8846,"oil, linseed",2016,46.0
8847,"oil, linseed",2017,6.0
8848,"oil, linseed",2018,4.0
8849,"oil, linseed",2019,6.0
8893,"oil, maize",2004,36550.0
8894,"oil, maize",2005,41221.0
8895,"oil, maize",2006,35589.0
8896,"oil, maize",2007,32997.0
8897,"oil, maize",2008,25891.0
8898,"oil, maize",2009,37666.0
8899,"oil, maize",2010,32199.0
8900,"oil, maize",2011,34435.0
8901,"oil, maize",2012,35525.0
8902,"oil, maize",2013,25965.0
8903,"oil, maize",2014,1937.0
8904,"oil, maize",2015,21187.0
8905,"oil, maize",2016,34475.0
8906,"oil, maize",2017,34452.0
8907,"oil, maize",2018,20336.0
8908,"oil, maize",2019,16305.0
8952,"oil, olive",2004,73.0
8953,"oil, olive",2005,62.0
8954,"oil, olive",2006,88.0
8955,"oil, olive",2007,41.0
8956,"oil, olive",2008,54.0
8957,"oil, olive",2009,39.0
8958,"oil, olive",2010,23.0
8959,"oil, olive",2011,34.0
8960,"oil, olive",2012,33.0
8961,"oil, olive",2013,39.0
8962,"oil, olive",2014,48.0
8963,"oil, olive",2015,195.0
8964,"oil, olive",2016,233.0
8965,"oil, olive",2017,36.0
8966,"oil, olive",2018,16.0
8967,"oil, olive",2019,71.0
9011,"oil, palm",2004,13838.0
9012,"oil, palm",2005,44991.0
9013,"oil, palm",2006,24924.0
9014,"oil, palm",2007,2822.0
9015,"oil, palm",2008,9380.0
9016,"oil, palm",2009,24933.0
9017,"oil, palm",2010,17443.0
9018,"oil, palm",2011,52237.0
9019,"oil, palm",2012,69526.0
9020,"oil, palm",2013,82806.0
9021,"oil, palm",2014,108181.0
9022,"oil, palm",2015,139258.0
9023,"oil, palm",2016,47319.0
9024,"oil, palm",2017,92544.0
9025,"oil, palm",2018,31319.0
9026,"oil, palm",2019,17384.0
9070,"oil, rapeseed",2004,419.0
9071,"oil, rapeseed",2005,3868.0
9072,"oil, rapeseed",2006,331.0
9073,"oil, rapeseed",2007,522.0
9074,"oil, rapeseed",2008,2202.0
9075,"oil, rapeseed",2009,1061.0
9076,"oil, rapeseed",2010,1169.0
9077,"oil, rapeseed",2011,608.0
9078,"oil, rapeseed",2012,535.0
9079,"oil, rapeseed",2013,391.0
9080,"oil, rapeseed",2014,397.0
9081,"oil, rapeseed",2015,415.0
9082,"oil, rapeseed",2016,443.0
9083,"oil, rapeseed",2017,381.0
9084,"oil, rapeseed",2018,405.0
9085,"oil, rapeseed",2019,346.0
9129,"oil, sesame",2004,0.0
9130,"oil, sesame",2005,0.0
9131,"oil, sesame",2006,1.0
9132,"oil, sesame",2007,4.0
9133,"oil, sesame",2008,1.0
9134,"oil, sesame",2009,1.0
9135,"oil, sesame",2010,0.0
9136,"oil, sesame",2011,8.0
9137,"oil, sesame",2012,7.0
9138,"oil, sesame",2013,0.0
9139,"oil, sesame",2014,2.0
9140,"oil, sesame",2015,5.0
9141,"oil, sesame",2016,22.0
9142,"oil, sesame",2017,38.0
9143,"oil, sesame",2018,22.0
9144,"oil, sesame",2019,21.0
9188,"oil, soybean",2004,2517244.0
9189,"oil, soybean",2005,2697054.0
9190,"oil, soybean",2006,2419378.0
9191,"oil, soybean",2007,2342541.0
9192,"oil, soybean",2008,2315837.0
9193,"oil, soybean",2009,1593649.0
9194,"oil, soybean",2010,1559776.0
9195,"oil, soybean",2011,1741413.0
9196,"oil, soybean",2012,1757144.0
9197,"oil, soybean",2013,1362467.0
9198,"oil, soybean",2014,1305097.0
9199,"oil, soybean",2015,1669949.0
9200,"oil, soybean",2016,1254185.0
9201,"oil, soybean",2017,1342511.0
9202,"oil, soybean",2018,1414683.0
9203,"oil, soybean",2019,1041966.0
9247,"oil, vegetable origin nes",2004,85.0
9248,"oil, vegetable origin nes",2005,923.0
9249,"oil, vegetable origin nes",2006,2689.0
9250,"oil, vegetable origin nes",2007,4446.0
9251,"oil, vegetable origin nes",2008,1891.0
9252,"oil, vegetable origin nes",2009,284.0
9253,"oil, vegetable origin nes",2010,4788.0
9254,"oil, vegetable origin nes",2011,11287.0
9255,"oil, vegetable origin nes",2012,8516.0
9256,"oil, vegetable origin nes",2013,6847.0
9257,"oil, vegetable origin nes",2014,5908.0
9258,"oil, vegetable origin nes",2015,18820.0
9259,"oil, vegetable origin nes",2016,16627.0
9260,"oil, vegetable origin nes",2017,17613.0
9261,"oil, vegetable origin nes",2018,18854.0
9262,"oil, vegetable origin nes",2019,19328.0
9306,"oils, fats of animal nes",2004,3.0
9307,"oils, fats of animal nes",2005,45.0
9308,"oils, fats of animal nes",2006,45.0
9309,"oils, fats of animal nes",2007,48.0
9310,"oils, fats of animal nes",2008,23.0
9311,"oils, fats of animal nes",2009,38.0
9312,"oils, fats of animal nes",2010,12.0
9313,"oils, fats of animal nes",2011,14.0
9314,"oils, fats of animal nes",2012,0.0
9315,"oils, fats of animal nes",2013,0.0
9316,"oils, fats of animal nes",2014,1.0
9317,"oils, fats of animal nes",2015,19.0
9318,"oils, fats of animal nes",2016,4.0
9319,"oils, fats of animal nes",2017,3.0
9320,"oils, fats of animal nes",2018,3.0
9321,"oils, fats of animal nes",2019,10.0
9365,oilseeds,2004,19354530.0
9366,oilseeds,2005,22454965.0
9367,oilseeds,2006,24960197.0
9368,oilseeds,2007,23747081.0
9369,oilseeds,2008,24514338.0
9370,oilseeds,2009,28638072.0
9371,oilseeds,2010,29077648.0
9372,oilseeds,2011,33025074.0
9373,oilseeds,2012,32472495.0
9374,oilseeds,2013,42797141.0
9375,oilseeds,2014,45764646.0
9376,oilseeds,2015,54417717.0
9377,oilseeds,2016,51683414.0
9378,oilseeds,2017,68173830.0
9379,oilseeds,2018,83633598.0
9380,oilseeds,2019,74146933.0
9424,olives,2004,0.0
9425,olives,2005,0.0
9426,olives,2006,0.0
9427,olives,2007,0.0
9428,olives,2008,0.0
9429,olives,2009,0.0
9430,olives,2010,0.0
9431,olives,2011,0.0
9432,olives,2012,0.0
9433,olives,2013,0.0
9434,olives,2014,0.0
9435,olives,2015,0.0
9436,olives,2016,0.0
9437,olives,2017,0.0
9438,olives,2018,0.0
9439,olives,2019,1.0
9483,olives preserved,2004,146.0
9484,olives preserved,2005,146.0
9485,olives preserved,2006,156.0
9486,olives preserved,2007,173.0
9487,olives preserved,2008,227.0
9488,olives preserved,2009,191.0
9489,olives preserved,2010,212.0
9490,olives preserved,2011,214.0
9491,olives preserved,2012,229.0
9492,olives preserved,2013,266.0
9493,olives preserved,2014,268.0
9494,olives preserved,2015,262.0
9495,olives preserved,2016,262.0
9496,olives preserved,2017,267.0
9497,olives preserved,2018,285.0
9498,olives preserved,2019,190.0
9542,"onions, dry",2004,0.0
9543,"onions, dry",2005,0.0
9544,"onions, dry",2006,0.0
9545,"onions, dry",2007,0.0
9546,"onions, dry",2008,0.0
9547,"onions, dry",2009,0.0
9548,"onions, dry",2010,0.0
9549,"onions, dry",2011,0.0
9550,"onions, dry",2012,0.0
9551,"onions, dry",2013,0.0
9552,"onions, dry",2014,0.0
9553,"onions, dry",2015,0.0
9554,"onions, dry",2016,0.0
9555,"onions, dry",2017,0.0
9556,"onions, dry",2018,0.0
9557,"onions, dry",2019,0.0
9601,"onions, shallots, green",2004,3240.0
9602,"onions, shallots, green",2005,1186.0
9603,"onions, shallots, green",2006,1008.0
9604,"onions, shallots, green",2007,37681.0
9605,"onions, shallots, green",2008,6032.0
9606,"onions, shallots, green",2009,374.0
9607,"onions, shallots, green",2010,1212.0
9608,"onions, shallots, green",2011,14079.0
9609,"onions, shallots, green",2012,278.0
9610,"onions, shallots, green",2013,3604.0
9611,"onions, shallots, green",2014,1020.0
9612,"onions, shallots, green",2015,4856.0
9613,"onions, shallots, green",2016,21817.0
9614,"onions, shallots, green",2017,12279.0
9615,"onions, shallots, green",2018,21787.0
9616,"onions, shallots, green",2019,11011.0
9660,orange,2004,1584057.0
9661,orange,2005,1777599.0
9662,orange,2006,1772042.0
9663,orange,2007,2066205.0
9664,orange,2008,2053915.0
9665,orange,2009,2069188.0
9666,orange,2010,1977637.0
9667,orange,2011,2006504.0
9668,orange,2012,1895038.0
9669,orange,2013,2120409.0
9670,orange,2014,1928234.0
9671,orange,2015,2007854.0
9672,orange,2016,2314679.0
9673,orange,2017,2149737.0
9674,orange,2018,2461490.0
9675,orange,2019,2250600.0
9719,oranges,2004,90119.0
9720,oranges,2005,30652.0
9721,oranges,2006,50139.0
9722,oranges,2007,49749.0
9723,oranges,2008,38257.0
9724,oranges,2009,26185.0
9725,oranges,2010,37819.0
9726,oranges,2011,33311.0
9727,oranges,2012,22447.0
9728,oranges,2013,23208.0
9729,oranges,2014,20111.0
9730,oranges,2015,23520.0
9731,oranges,2016,31086.0
9732,oranges,2017,32298.0
9733,oranges,2018,26068.0
9734,oranges,2019,2908.0
9778,other food,2004,23018507.0
9779,other food,2005,26047971.0
9780,other food,2006,28959366.0
9781,other food,2007,27946919.0
9782,other food,2008,28768246.0
9783,other food,2009,32897595.0
9784,other food,2010,33990574.0
9785,other food,2011,37416682.0
9786,other food,2012,36272460.0
9787,other food,2013,47021625.0
9788,other food,2014,50772282.0
9789,other food,2015,59309783.0
9790,other food,2016,56243582.0
9791,other food,2017,72434109.0
9792,other food,2018,88416125.0
9793,other food,2019,79764559.0
9837,other meat,2004,24270.0
9838,other meat,2005,24799.0
9839,other meat,2006,29064.0
9840,other meat,2007,146060.0
9841,other meat,2008,224167.0
9842,other meat,2009,208888.0
9843,other meat,2010,197048.0
9844,other meat,2011,198186.0
9845,other meat,2012,182174.0
9846,other meat,2013,182779.0
9847,other meat,2014,193661.0
9848,other meat,2015,184964.0
9849,other meat,2016,187639.0
9850,other meat,2017,149260.0
9851,other meat,2018,104694.0
9852,other meat,2019,134653.0
9896,palm,2004,0.0
9897,palm,2005,0.0
9898,palm,2006,0.0
9899,palm,2007,0.0
9900,palm,2008,0.0
9901,palm,2009,0.0
9902,palm,2010,0.0
9903,palm,2011,0.0
9904,palm,2012,0.0
9905,palm,2013,0.0
9906,palm,2014,0.0
9907,palm,2015,0.0
9908,palm,2016,5.0
9909,palm,2017,0.0
9910,palm,2018,0.0
9911,palm,2019,0.0
9955,papayas,2004,35930.0
9956,papayas,2005,38757.0
9957,papayas,2006,32475.0
9958,papayas,2007,32267.0
9959,papayas,2008,29968.0
9960,papayas,2009,27554.0
9961,papayas,2010,25562.0
9962,papayas,2011,28823.0
9963,papayas,2012,26131.0
9964,papayas,2013,28561.0
9965,papayas,2014,33688.0
9966,papayas,2015,39799.0
9967,papayas,2016,37939.0
9968,papayas,2017,39117.0
9969,papayas,2018,42671.0
9970,papayas,2019,44238.0
10014,pastry,2004,37571.0
10015,pastry,2005,36917.0
10016,pastry,2006,36929.0
10017,pastry,2007,33506.0
10018,pastry,2008,35845.0
10019,pastry,2009,32906.0
10020,pastry,2010,31827.0
10021,pastry,2011,31891.0
10022,pastry,2012,33638.0
10023,pastry,2013,36799.0
10024,pastry,2014,37768.0
10025,pastry,2015,30507.0
10026,pastry,2016,29049.0
10027,pastry,2017,33993.0
10028,pastry,2018,38952.0
10029,pastry,2019,45341.0
10073,peaches and nectarines,2004,0.0
10074,peaches and nectarines,2005,0.0
10075,peaches and nectarines,2006,0.0
10076,peaches and nectarines,2007,0.0
10077,peaches and nectarines,2008,0.0
10078,peaches and nectarines,2009,14.0
10079,peaches and nectarines,2010,0.0
10080,peaches and nectarines,2011,0.0
10081,peaches and nectarines,2012,0.0
10082,peaches and nectarines,2013,0.0
10083,peaches and nectarines,2014,22.0
10084,peaches and nectarines,2015,0.0
10085,peaches and nectarines,2016,1.0
10086,peaches and nectarines,2017,4.0
10087,peaches and nectarines,2018,6.0
10088,peaches and nectarines,2019,38.0
10132,pears,2004,4.0
10133,pears,2005,0.0
10134,pears,2006,21.0
10135,pears,2007,44.0
10136,pears,2008,66.0
10137,pears,2009,0.0
10138,pears,2010,23.0
10139,pears,2011,16.0
10140,pears,2012,22.0
10141,pears,2013,0.0
10142,pears,2014,0.0
10143,pears,2015,140.0
10144,pears,2016,0.0
10145,pears,2017,0.0
10146,pears,2018,17.0
10147,pears,2019,87.0
10191,peas,2004,151.0
10192,peas,2005,11.0
10193,peas,2006,25.0
10194,peas,2007,61.0
10195,peas,2008,45.0
10196,peas,2009,38.0
10197,peas,2010,54.0
10198,peas,2011,6.0
10199,peas,2012,10.0
10200,peas,2013,16.0
10201,peas,2014,18.0
10202,peas,2015,5.0
10203,peas,2016,259.0
10204,peas,2017,199.0
10205,peas,2018,362.0
10206,peas,2019,102.0
10250,pepper,2004,43003.0
10251,pepper,2005,38424.0
10252,pepper,2006,42200.0
10253,pepper,2007,38679.0
10254,pepper,2008,36728.0
10255,pepper,2009,35770.0
10256,pepper,2010,30761.0
10257,pepper,2011,32696.0
10258,pepper,2012,29129.0
10259,pepper,2013,30605.0
10260,pepper,2014,34269.0
10261,pepper,2015,38034.0
10262,pepper,2016,31085.0
10263,pepper,2017,59501.0
10264,pepper,2018,72580.0
10265,pepper,2019,84676.0
10309,peppermint,2004,0.0
10310,peppermint,2005,0.0
10311,peppermint,2006,0.0
10312,peppermint,2007,0.0
10313,peppermint,2008,0.0
10314,peppermint,2009,0.0
10315,peppermint,2010,0.0
10316,peppermint,2011,0.0
10317,peppermint,2012,0.0
10318,peppermint,2013,0.0
10319,peppermint,2014,0.0
10320,peppermint,2015,0.0
10321,peppermint,2016,0.0
10322,peppermint,2017,0.0
10323,peppermint,2018,0.0
10324,peppermint,2019,0.0
