,item,year,tonnes_exported
4418,flax,2013,73.0
4419,flax,2014,25.0
4420,flax,2015,29.0
4421,flax,2016,78.0
4422,flax,2017,17.0
4423,flax,2018,11.0
4424,flax,2019,11.0
4468,flour,2004,43289.0
4469,flour,2005,68164.0
4470,flour,2006,72311.0
4471,flour,2007,96055.0
4472,flour,2008,132487.0
4473,flour,2009,118561.0
4474,flour,2010,89615.0
4475,flour,2011,108805.0
4476,flour,2012,94942.0
4477,flour,2013,114693.0
4478,flour,2014,152857.0
4479,flour,2015,135761.0
4480,flour,2016,123860.0
4481,flour,2017,233223.0
4482,flour,2018,153206.0
4483,flour,2019,151603.0
4527,fodder and feeding stuff,2004,15576814.0
4528,fodder and feeding stuff,2005,15373975.0
4529,fodder and feeding stuff,2006,13337835.0
4530,fodder and feeding stuff,2007,13478043.0
4531,fodder and feeding stuff,2008,13132059.0
4532,fodder and feeding stuff,2009,13334404.0
4533,fodder and feeding stuff,2010,14683677.0
4534,fodder and feeding stuff,2011,14909516.0
4535,fodder and feeding stuff,2012,14885277.0
4536,fodder and feeding stuff,2013,13907686.0
4537,fodder and feeding stuff,2014,14162365.0
4538,fodder and feeding stuff,2015,15342275.0
4539,fodder and feeding stuff,2016,14880793.0
4540,fodder and feeding stuff,2017,14797224.0
4541,fodder and feeding stuff,2018,17548763.0
4542,fodder and feeding stuff,2019,17342369.0
4586,food prep nes,2004,103044.0
4587,food prep nes,2005,109489.0
4588,food prep nes,2006,207812.0
4589,food prep nes,2007,312746.0
4590,food prep nes,2008,281988.0
4591,food prep nes,2009,239477.0
4592,food prep nes,2010,409262.0
4593,food prep nes,2011,141234.0
4594,food prep nes,2012,149134.0
4595,food prep nes,2013,165806.0
4596,food prep nes,2014,117786.0
4597,food prep nes,2015,127907.0
4598,food prep nes,2016,138200.0
4599,food prep nes,2017,133680.0
4600,food prep nes,2018,143797.0
4601,food prep nes,2019,154890.0
4645,food wastes,2004,57278.0
4646,food wastes,2005,55304.0
4647,food wastes,2006,69339.0
4648,food wastes,2007,100211.0
4649,food wastes,2008,105257.0
4650,food wastes,2009,78575.0
4651,food wastes,2010,120915.0
4652,food wastes,2011,128290.0
4653,food wastes,2012,137884.0
4654,food wastes,2013,170124.0
4655,food wastes,2014,176418.0
4656,food wastes,2015,149089.0
4657,food wastes,2016,164500.0
4658,food wastes,2017,229247.0
4659,food wastes,2018,241746.0
4660,food wastes,2019,237370.0
4704,forage products,2004,5.0
4705,forage products,2005,2.0
4706,forage products,2006,0.0
4707,forage products,2007,28.0
4708,forage products,2008,166.0
4709,forage products,2009,10.0
4710,forage products,2010,17.0
4711,forage products,2011,3.0
4712,forage products,2012,81.0
4713,forage products,2013,0.0
4714,forage products,2014,19.0
4715,forage products,2015,0.0
4716,forage products,2016,145.0
4717,forage products,2017,66.0
4718,forage products,2018,230.0
4719,forage products,2019,174.0
4763,"fructose and syrup, other",2004,12.0
4764,"fructose and syrup, other",2005,23.0
4765,"fructose and syrup, other",2006,133.0
4766,"fructose and syrup, other",2007,5.0
4767,"fructose and syrup, other",2008,14.0
4768,"fructose and syrup, other",2009,14.0
4769,"fructose and syrup, other",2010,18.0
4770,"fructose and syrup, other",2011,5.0
4771,"fructose and syrup, other",2012,8.0
4772,"fructose and syrup, other",2013,0.0
4773,"fructose and syrup, other",2014,0.0
4774,"fructose and syrup, other",2015,4.0
4775,"fructose and syrup, other",2016,0.0
4776,"fructose and syrup, other",2017,0.0
4777,"fructose and syrup, other",2018,0.0
4778,"fructose and syrup, other",2019,0.0
4822,fruit,2004,2602614.0
4823,fruit,2005,2777227.0
4824,fruit,2006,2757435.0
4825,fruit,2007,3204742.0
4826,fruit,2008,3168995.0
4827,fruit,2009,3021242.0
4828,fruit,2010,2879161.0
4829,fruit,2011,2836244.0
4830,fruit,2012,2745224.0
4831,fruit,2013,2975113.0
4832,fruit,2014,2759006.0
4833,fruit,2015,2970050.0
4834,fruit,2016,3255105.0
4835,fruit,2017,3169894.0
4836,fruit,2018,3481472.0
4837,fruit,2019,3372456.0
4881,garlic,2004,46.0
4882,garlic,2005,832.0
4883,garlic,2006,739.0
4884,garlic,2007,666.0
4885,garlic,2008,477.0
4886,garlic,2009,67.0
4887,garlic,2010,0.0
4888,garlic,2011,218.0
4889,garlic,2012,1.0
4890,garlic,2013,1.0
4891,garlic,2014,2.0
4892,garlic,2015,1.0
4893,garlic,2016,1.0
4894,garlic,2017,9.0
4895,garlic,2018,30.0
4896,garlic,2019,57.0
4940,"germ, maize",2004,19.0
4941,"germ, maize",2005,56.0
4942,"germ, maize",2006,4.0
4943,"germ, maize",2007,17.0
4944,"germ, maize",2008,3.0
4945,"germ, maize",2009,1.0
4946,"germ, maize",2010,15.0
4947,"germ, maize",2011,22.0
4948,"germ, maize",2012,23.0
4949,"germ, maize",2013,35.0
4950,"germ, maize",2014,17.0
4951,"germ, maize",2015,8.0
4952,"germ, maize",2016,10.0
4953,"germ, maize",2017,0.0
4954,"germ, maize",2018,1.0
4955,"germ, maize",2019,6.0
4999,ginger,2004,6002.0
5000,ginger,2005,9106.0
5001,ginger,2006,7070.0
5002,ginger,2007,7290.0
5003,ginger,2008,3865.0
5004,ginger,2009,3952.0
5005,ginger,2010,6212.0
5006,ginger,2011,6668.0
5007,ginger,2012,4480.0
5008,ginger,2013,5220.0
5009,ginger,2014,3692.0
5010,ginger,2015,7588.0
5011,ginger,2016,8847.0
5012,ginger,2017,5639.0
5013,ginger,2018,15326.0
5014,ginger,2019,22095.0
5058,glucose and dextrose,2004,9387.0
5059,glucose and dextrose,2005,10007.0
5060,glucose and dextrose,2006,6390.0
5061,glucose and dextrose,2007,4569.0
5062,glucose and dextrose,2008,3869.0
5063,glucose and dextrose,2009,4585.0
5064,glucose and dextrose,2010,3351.0
5065,glucose and dextrose,2011,4533.0
5066,glucose and dextrose,2012,2936.0
5067,glucose and dextrose,2013,4156.0
5068,glucose and dextrose,2014,5134.0
5069,glucose and dextrose,2015,8128.0
5070,glucose and dextrose,2016,9188.0
5071,glucose and dextrose,2017,12963.0
5072,glucose and dextrose,2018,15445.0
5073,glucose and dextrose,2019,21255.0
5117,grape,2004,36481.0
5118,grape,2005,58924.0
5119,grape,2006,67749.0
5120,grape,2007,85703.0
5121,grape,2008,88790.0
5122,grape,2009,60420.0
5123,grape,2010,63896.0
5124,grape,2011,63843.0
5125,grape,2012,54489.0
5126,grape,2013,47393.0
5127,grape,2014,33301.0
5128,grape,2015,36995.0
5129,grape,2016,33622.0
5130,grape,2017,46766.0
5131,grape,2018,41116.0
5132,grape,2019,47477.0
5176,grapefruit,2004,287.0
5177,grapefruit,2005,372.0
5178,grapefruit,2006,321.0
5179,grapefruit,2007,196.0
5180,grapefruit,2008,0.0
5181,grapefruit,2009,591.0
5182,grapefruit,2010,370.0
5183,grapefruit,2011,258.0
5184,grapefruit,2012,286.0
5185,grapefruit,2013,3.0
5186,grapefruit,2014,0.0
5187,grapefruit,2015,0.0
5188,grapefruit,2016,0.0
5189,grapefruit,2017,0.0
5190,grapefruit,2018,20.0
5191,grapefruit,2019,10.0
5235,groundnuts,2004,37706.0
5236,groundnuts,2005,58699.0
5237,groundnuts,2006,51220.0
5238,groundnuts,2007,34242.0
5239,groundnuts,2008,46225.0
5240,groundnuts,2009,54934.0
5241,groundnuts,2010,53556.0
5242,groundnuts,2011,55162.0
5243,groundnuts,2012,66169.0
5244,groundnuts,2013,85586.0
5245,groundnuts,2014,69717.0
5246,groundnuts,2015,106573.0
5247,groundnuts,2016,122826.0
5248,groundnuts,2017,166532.0
5249,groundnuts,2018,223114.0
5250,groundnuts,2019,205234.0
5294,"hair, fine",2004,0.0
5295,"hair, fine",2005,0.0
5296,"hair, fine",2006,0.0
5297,"hair, fine",2007,0.0
5298,"hair, fine",2008,0.0
5299,"hair, fine",2009,0.0
5300,"hair, fine",2010,0.0
5301,"hair, fine",2011,0.0
5302,"hair, fine",2012,0.0
5303,"hair, fine",2013,0.0
5304,"hair, fine",2014,0.0
5305,"hair, fine",2015,0.0
5306,"hair, fine",2016,0.0
5307,"hair, fine",2017,0.0
5308,"hair, fine",2018,0.0
5309,"hair, fine",2019,0.0
5353,"hair, goat, coarse",2004,0.0
5354,"hair, goat, coarse",2005,0.0
5355,"hair, goat, coarse",2006,0.0
5356,"hair, goat, coarse",2007,0.0
5357,"hair, goat, coarse",2008,0.0
5358,"hair, goat, coarse",2009,0.0
5359,"hair, goat, coarse",2010,0.0
5360,"hair, goat, coarse",2011,0.0
5361,"hair, goat, coarse",2012,0.0
5362,"hair, goat, coarse",2013,0.0
5363,"hair, goat, coarse",2014,0.0
5364,"hair, goat, coarse",2015,0.0
5365,"hair, goat, coarse",2016,0.0
5366,"hair, goat, coarse",2017,0.0
5367,"hair, goat, coarse",2018,0.0
5368,"hair, goat, coarse",2019,0.0
5412,hazelnuts,2004,21.0
5413,hazelnuts,2005,49.0
5414,hazelnuts,2006,0.0
5415,hazelnuts,2007,0.0
5416,hazelnuts,2008,24.0
5417,hazelnuts,2009,0.0
5418,hazelnuts,2010,0.0
5419,hazelnuts,2011,0.0
5420,hazelnuts,2012,0.0
5421,hazelnuts,2013,0.0
5422,hazelnuts,2014,0.0
5423,hazelnuts,2015,0.0
5424,hazelnuts,2016,15.0
5425,hazelnuts,2017,0.0
5426,hazelnuts,2018,0.0
5427,hazelnuts,2019,2.0
5471,hides and skins,2004,5617.0
5472,hides and skins,2005,10045.0
5473,hides and skins,2006,12443.0
5474,hides and skins,2007,15467.0
5475,hides and skins,2008,18997.0
5476,hides and skins,2009,12632.0
5477,hides and skins,2010,14854.0
5478,hides and skins,2011,3074.0
5479,hides and skins,2012,7105.0
5480,hides and skins,2013,15045.0
5481,hides and skins,2014,8987.0
5482,hides and skins,2015,8154.0
5483,hides and skins,2016,4768.0
5484,hides and skins,2017,4394.0
5485,hides and skins,2018,5187.0
5486,hides and skins,2019,6320.0
5530,hides nes,2004,0.0
5531,hides nes,2005,0.0
5532,hides nes,2006,0.0
5533,hides nes,2007,0.0
5534,hides nes,2008,0.0
5535,hides nes,2009,0.0
5536,hides nes,2010,0.0
5537,hides nes,2011,0.0
5538,hides nes,2012,4.0
5539,hides nes,2013,15.0
5540,hides nes,2014,2.0
5541,hides nes,2015,6.0
5542,hides nes,2016,2.0
5543,hides nes,2017,6.0
5544,hides nes,2018,7.0
5545,hides nes,2019,3.0
5589,"hides, horse, dry salted",2004,0.0
5590,"hides, horse, dry salted",2005,0.0
5591,"hides, horse, dry salted",2006,0.0
5592,"hides, horse, dry salted",2007,0.0
5593,"hides, horse, dry salted",2008,0.0
5594,"hides, horse, dry salted",2009,0.0
5595,"hides, horse, dry salted",2010,0.0
5596,"hides, horse, dry salted",2011,0.0
5597,"hides, horse, dry salted",2012,0.0
5598,"hides, horse, dry salted",2013,0.0
5599,"hides, horse, dry salted",2014,0.0
5600,"hides, horse, dry salted",2015,0.0
5601,"hides, horse, dry salted",2016,0.0
5602,"hides, horse, dry salted",2017,0.0
5603,"hides, horse, dry salted",2018,0.0
5604,"hides, horse, dry salted",2019,0.0
5648,"honey, natural",2004,21029.0
5649,"honey, natural",2005,14442.0
5650,"honey, natural",2006,14600.0
5651,"honey, natural",2007,12907.0
5652,"honey, natural",2008,18271.0
5653,"honey, natural",2009,25987.0
5654,"honey, natural",2010,18629.0
5655,"honey, natural",2011,22399.0
5656,"honey, natural",2012,16707.0
5657,"honey, natural",2013,16181.0
5658,"honey, natural",2014,25317.0
5659,"honey, natural",2015,22206.0
5660,"honey, natural",2016,24203.0
5661,"honey, natural",2017,27053.0
5662,"honey, natural",2018,28524.0
5663,"honey, natural",2019,30039.0
5707,hops,2004,0.0
5708,hops,2005,0.0
5709,hops,2006,9.0
5710,hops,2007,5.0
5711,hops,2008,11.0
5712,hops,2009,0.0
5713,hops,2010,0.0
5714,hops,2011,0.0
5715,hops,2012,0.0
5716,hops,2013,0.0
5717,hops,2014,1.0
5718,hops,2015,1.0
5719,hops,2016,1.0
5720,hops,2017,2.0
5721,hops,2018,1.0
5722,hops,2019,22.0
5766,ice cream and edible ice,2004,742.0
5767,ice cream and edible ice,2005,279.0
5768,ice cream and edible ice,2006,213.0
5769,ice cream and edible ice,2007,222.0
5770,ice cream and edible ice,2008,158.0
5771,ice cream and edible ice,2009,320.0
5772,ice cream and edible ice,2010,296.0
5773,ice cream and edible ice,2011,82.0
5774,ice cream and edible ice,2012,104.0
5775,ice cream and edible ice,2013,47.0
5776,ice cream and edible ice,2014,505.0
5777,ice cream and edible ice,2015,102.0
5778,ice cream and edible ice,2016,1069.0
5779,ice cream and edible ice,2017,114.0
5780,ice cream and edible ice,2018,269.0
5781,ice cream and edible ice,2019,617.0
5825,infant food,2004,11584.0
5826,infant food,2005,9785.0
5827,infant food,2006,12268.0
5828,infant food,2007,9330.0
5829,infant food,2008,8851.0
5830,infant food,2009,7082.0
5831,infant food,2010,8169.0
5832,infant food,2011,7734.0
5833,infant food,2012,7988.0
5834,infant food,2013,7879.0
5835,infant food,2014,5685.0
5836,infant food,2015,7748.0
5837,infant food,2016,8450.0
5838,infant food,2017,8046.0
5839,infant food,2018,6915.0
5840,infant food,2019,7239.0
5884,"juice, fruit nes",2004,26389.0
5885,"juice, fruit nes",2005,26318.0
5886,"juice, fruit nes",2006,36096.0
5887,"juice, fruit nes",2007,39830.0
5888,"juice, fruit nes",2008,38239.0
5889,"juice, fruit nes",2009,33488.0
5890,"juice, fruit nes",2010,35839.0
5891,"juice, fruit nes",2011,41586.0
5892,"juice, fruit nes",2012,48717.0
5893,"juice, fruit nes",2013,52122.0
5894,"juice, fruit nes",2014,59376.0
5895,"juice, fruit nes",2015,62638.0
5896,"juice, fruit nes",2016,76559.0
5897,"juice, fruit nes",2017,70943.0
5898,"juice, fruit nes",2018,70436.0
5899,"juice, fruit nes",2019,69486.0
5943,"juice, pineapple",2004,5660.0
5944,"juice, pineapple",2005,2517.0
5945,"juice, pineapple",2006,451.0
5946,"juice, pineapple",2007,2395.0
5947,"juice, pineapple",2008,2106.0
5948,"juice, pineapple",2009,1267.0
5949,"juice, pineapple",2010,46.0
5950,"juice, pineapple",2011,22.0
5951,"juice, pineapple",2012,23.0
5952,"juice, pineapple",2013,12.0
5953,"juice, pineapple",2014,11.0
5954,"juice, pineapple",2015,34.0
5955,"juice, pineapple",2016,56.0
5956,"juice, pineapple",2017,4.0
5957,"juice, pineapple",2018,7.0
5958,"juice, pineapple",2019,32.0
6002,"juice, pineapple, concentrated",2004,9318.0
6003,"juice, pineapple, concentrated",2005,7069.0
6004,"juice, pineapple, concentrated",2006,6188.0
6005,"juice, pineapple, concentrated",2007,5565.0
6006,"juice, pineapple, concentrated",2008,4432.0
6007,"juice, pineapple, concentrated",2009,5353.0
6008,"juice, pineapple, concentrated",2010,3394.0
6009,"juice, pineapple, concentrated",2011,5181.0
6010,"juice, pineapple, concentrated",2012,2230.0
6011,"juice, pineapple, concentrated",2013,1650.0
6012,"juice, pineapple, concentrated",2014,2155.0
6013,"juice, pineapple, concentrated",2015,7455.0
6014,"juice, pineapple, concentrated",2016,9994.0
6015,"juice, pineapple, concentrated",2017,5243.0
6016,"juice, pineapple, concentrated",2018,3348.0
6017,"juice, pineapple, concentrated",2019,4796.0
6061,"juice, tomato",2004,0.0
6062,"juice, tomato",2005,0.0
6063,"juice, tomato",2006,11.0
6064,"juice, tomato",2007,0.0
6065,"juice, tomato",2008,0.0
6066,"juice, tomato",2009,0.0
6067,"juice, tomato",2010,0.0
6068,"juice, tomato",2011,0.0
6069,"juice, tomato",2012,0.0
6070,"juice, tomato",2013,0.0
6071,"juice, tomato",2014,0.0
6072,"juice, tomato",2015,0.0
6073,"juice, tomato",2016,0.0
6074,"juice, tomato",2017,0.0
6075,"juice, tomato",2018,4.0
6076,"juice, tomato",2019,16.0
6120,jute,2004,1.0
6121,jute,2005,0.0
6122,jute,2006,0.0
6123,jute,2007,3.0
6124,jute,2008,0.0
6125,jute,2009,4.0
6126,jute,2010,0.0
6127,jute,2011,0.0
6128,jute,2012,10.0
6129,jute,2013,0.0
6130,jute,2014,3.0
6131,jute,2015,0.0
6132,jute,2016,0.0
6133,jute,2017,2.0
6134,jute,2018,0.0
6135,jute,2019,0.0
6179,kiwi fruit,2004,41.0
6180,kiwi fruit,2005,10.0
6181,kiwi fruit,2006,3.0
6182,kiwi fruit,2007,4.0
6183,kiwi fruit,2008,22.0
6184,kiwi fruit,2009,2.0
6185,kiwi fruit,2010,0.0
6186,kiwi fruit,2011,0.0
6187,kiwi fruit,2012,0.0
6188,kiwi fruit,2013,0.0
6189,kiwi fruit,2014,0.0
6190,kiwi fruit,2015,0.0
6191,kiwi fruit,2016,0.0
6192,kiwi fruit,2017,0.0
6193,kiwi fruit,2018,7.0
6194,kiwi fruit,2019,35.0
6238,kola nuts,2004,0.0
6239,kola nuts,2005,0.0
6240,kola nuts,2006,0.0
6241,kola nuts,2007,0.0
6242,kola nuts,2008,0.0
6243,kola nuts,2009,0.0
6244,kola nuts,2010,0.0
6245,kola nuts,2011,0.0
6246,kola nuts,2012,10.0
6247,kola nuts,2013,0.0
6248,kola nuts,2014,0.0
6249,kola nuts,2015,0.0
6250,kola nuts,2016,0.0
6251,kola nuts,2017,0.0
6252,kola nuts,2018,0.0
6253,kola nuts,2019,2.0
6297,lactose,2004,53.0
6298,lactose,2005,76.0
6299,lactose,2006,3.0
6300,lactose,2007,17.0
6301,lactose,2008,6.0
6302,lactose,2009,8.0
6303,lactose,2010,1.0
6304,lactose,2011,4.0
6305,lactose,2012,5.0
6306,lactose,2013,13.0
6307,lactose,2014,8.0
6308,lactose,2015,5.0
6309,lactose,2016,184.0
6310,lactose,2017,2.0
6311,lactose,2018,7.0
6312,lactose,2019,21.0
6356,lard,2004,2337.0
6357,lard,2005,2482.0
6358,lard,2006,3215.0
6359,lard,2007,3532.0
6360,lard,2008,2287.0
6361,lard,2009,2929.0
6362,lard,2010,2341.0
6363,lard,2011,4090.0
6364,lard,2012,4372.0
6365,lard,2013,3555.0
6366,lard,2014,3424.0
6367,lard,2015,3592.0
6368,lard,2016,3306.0
6369,lard,2017,2686.0
6370,lard,2018,3275.0
6371,lard,2019,2323.0
6415,lemon,2004,7101.0
6416,lemon,2005,577.0
6417,lemon,2006,406.0
6418,lemon,2007,1638.0
6419,lemon,2008,4899.0
6420,lemon,2009,1455.0
6421,lemon,2010,38.0
6422,lemon,2011,208.0
6423,lemon,2012,0.0
6424,lemon,2013,0.0
6425,lemon,2014,840.0
6426,lemon,2015,1910.0
6427,lemon,2016,1294.0
6428,lemon,2017,2056.0
6429,lemon,2018,9396.0
6430,lemon,2019,9870.0
6474,lemons and limes,2004,37326.0
6475,lemons and limes,2005,44258.0
6476,lemons and limes,2006,51440.0
6477,lemons and limes,2007,58250.0
6478,lemons and limes,2008,60335.0
6479,lemons and limes,2009,66374.0
6480,lemons and limes,2010,63027.0
6481,lemons and limes,2011,66458.0
6482,lemons and limes,2012,72810.0
6483,lemons and limes,2013,78603.0
6484,lemons and limes,2014,92301.0
6485,lemons and limes,2015,96632.0
6486,lemons and limes,2016,95748.0
6487,lemons and limes,2017,92393.0
6488,lemons and limes,2018,97502.0
6489,lemons and limes,2019,104617.0
6533,lentils,2004,10.0
6534,lentils,2005,12.0
6535,lentils,2006,31.0
6536,lentils,2007,40.0
6537,lentils,2008,6.0
6538,lentils,2009,18.0
6539,lentils,2010,5.0
6540,lentils,2011,5.0
6541,lentils,2012,6.0
6542,lentils,2013,8.0
6543,lentils,2014,9.0
6544,lentils,2015,9.0
6545,lentils,2016,8.0
6546,lentils,2017,148.0
6547,lentils,2018,20.0
6548,lentils,2019,23.0
6592,lettuce and chicory,2004,0.0
6593,lettuce and chicory,2005,3.0
6594,lettuce and chicory,2006,0.0
6595,lettuce and chicory,2007,0.0
6596,lettuce and chicory,2008,0.0
6597,lettuce and chicory,2009,0.0
6598,lettuce and chicory,2010,7.0
6599,lettuce and chicory,2011,4.0
6600,lettuce and chicory,2012,1.0
6601,lettuce and chicory,2013,0.0
6602,lettuce and chicory,2014,2.0
6603,lettuce and chicory,2015,0.0
6604,lettuce and chicory,2016,82.0
6605,lettuce and chicory,2017,12.0
6606,lettuce and chicory,2018,86.0
6607,lettuce and chicory,2019,268.0
6651,linseed,2004,0.0
6652,linseed,2005,107.0
6653,linseed,2006,1.0
6654,linseed,2007,1.0
6655,linseed,2008,1.0
6656,linseed,2009,3.0
6657,linseed,2010,3.0
6658,linseed,2011,2.0
6659,linseed,2012,4.0
6660,linseed,2013,4.0
6661,linseed,2014,2.0
6662,linseed,2015,1.0
6663,linseed,2016,1.0
6664,linseed,2017,1.0
6665,linseed,2018,2.0
6666,linseed,2019,25.0
6710,macaroni,2004,5077.0
6711,macaroni,2005,4649.0
6712,macaroni,2006,1477.0
6713,macaroni,2007,2061.0
6714,macaroni,2008,17861.0
6715,macaroni,2009,14985.0
6716,macaroni,2010,4927.0
6717,macaroni,2011,6556.0
6718,macaroni,2012,9958.0
6719,macaroni,2013,18909.0
6720,macaroni,2014,22463.0
6721,macaroni,2015,2929.0
6722,macaroni,2016,7144.0
6723,macaroni,2017,8268.0
6724,macaroni,2018,9488.0
6725,macaroni,2019,6145.0
6769,maize,2004,5030999.0
6770,maize,2005,1070016.0
6771,maize,2006,3937999.0
6772,maize,2007,10933455.0
6773,maize,2008,6432662.0
6774,maize,2009,7781900.0
6775,maize,2010,10815275.0
6776,maize,2011,9486914.0
6777,maize,2012,19801939.0
6778,maize,2013,26624890.0
6779,maize,2014,20654640.0
6780,maize,2015,28923951.0
6781,maize,2016,21873310.0
6782,maize,2017,29265911.0
6783,maize,2018,23566198.0
6784,maize,2019,42752102.0
6828,"maize, green",2004,0.0
6829,"maize, green",2005,0.0
6830,"maize, green",2006,0.0
6831,"maize, green",2007,0.0
6832,"maize, green",2008,0.0
6833,"maize, green",2009,0.0
6834,"maize, green",2010,0.0
6835,"maize, green",2011,0.0
6836,"maize, green",2012,0.0
6837,"maize, green",2013,0.0
6838,"maize, green",2014,5.0
6839,"maize, green",2015,7.0
6840,"maize, green",2016,9.0
6841,"maize, green",2017,56.0
6842,"maize, green",2018,47.0
6843,"maize, green",2019,104.0
6887,malt,2004,7331.0
6888,malt,2005,950.0
6889,malt,2006,6773.0
6890,malt,2007,7188.0
6891,malt,2008,1313.0
6892,malt,2009,317.0
6893,malt,2010,6.0
6894,malt,2011,0.0
6895,malt,2012,0.0
6896,malt,2013,1172.0
6897,malt,2014,3793.0
6898,malt,2015,6482.0
6899,malt,2016,7488.0
6900,malt,2017,7283.0
6901,malt,2018,7133.0
6902,malt,2019,3342.0
6946,"mangoes, mangosteens, guavas",2004,111181.0
6947,"mangoes, mangosteens, guavas",2005,113882.0
6948,"mangoes, mangosteens, guavas",2006,114694.0
6949,"mangoes, mangosteens, guavas",2007,116271.0
6950,"mangoes, mangosteens, guavas",2008,133944.0
6951,"mangoes, mangosteens, guavas",2009,110355.0
6952,"mangoes, mangosteens, guavas",2010,124380.0
6953,"mangoes, mangosteens, guavas",2011,126568.0
6954,"mangoes, mangosteens, guavas",2012,127132.0
6955,"mangoes, mangosteens, guavas",2013,122178.0
6956,"mangoes, mangosteens, guavas",2014,133219.0
6957,"mangoes, mangosteens, guavas",2015,156557.0
6958,"mangoes, mangosteens, guavas",2016,154383.0
6959,"mangoes, mangosteens, guavas",2017,179744.0
6960,"mangoes, mangosteens, guavas",2018,170630.0
6961,"mangoes, mangosteens, guavas",2019,216048.0
7005,manila fibre (abaca),2004,0.0
7006,manila fibre (abaca),2005,0.0
7007,manila fibre (abaca),2006,0.0
7008,manila fibre (abaca),2007,0.0
7009,manila fibre (abaca),2008,0.0
7010,manila fibre (abaca),2009,0.0
7011,manila fibre (abaca),2010,0.0
7012,manila fibre (abaca),2011,0.0
7013,manila fibre (abaca),2012,0.0
7014,manila fibre (abaca),2013,0.0
7015,manila fibre (abaca),2014,0.0
7016,manila fibre (abaca),2015,0.0
7017,manila fibre (abaca),2016,0.0
7018,manila fibre (abaca),2017,0.0
7019,manila fibre (abaca),2018,0.0
7020,manila fibre (abaca),2019,0.0
7064,"margarine, short",2004,34084.0
7065,"margarine, short",2005,20353.0
7066,"margarine, short",2006,14372.0
7067,"margarine, short",2007,24868.0
7068,"margarine, short",2008,34548.0
7069,"margarine, short",2009,24730.0
7070,"margarine, short",2010,26948.0
7071,"margarine, short",2011,35918.0
7072,"margarine, short",2012,17753.0
7073,"margarine, short",2013,25300.0
7074,"margarine, short",2014,42037.0
7075,"margarine, short",2015,25748.0
7076,"margarine, short",2016,15585.0
7077,"margarine, short",2017,12906.0
7078,"margarine, short",2018,11793.0
7079,"margarine, short",2019,17520.0
7123,mat�,2004,28552.0
7124,mat�,2005,31441.0
7125,mat�,2006,31619.0
7126,mat�,2007,31064.0
7127,mat�,2008,31607.0
7128,mat�,2009,31051.0
7129,mat�,2010,33144.0
7130,mat�,2011,35437.0
7131,mat�,2012,36272.0
7132,mat�,2013,38010.0
7133,mat�,2014,34599.0
7134,mat�,2015,35956.0
7135,mat�,2016,35325.0
7136,mat�,2017,33625.0
7137,mat�,2018,36164.0
7138,mat�,2019,36189.0
7182,"meal, meat",2004,44505.0
7183,"meal, meat",2005,40296.0
7184,"meal, meat",2006,67624.0
7185,"meal, meat",2007,71056.0
7186,"meal, meat",2008,62903.0
7187,"meal, meat",2009,19499.0
7188,"meal, meat",2010,30865.0
7189,"meal, meat",2011,36930.0
7190,"meal, meat",2012,84011.0
7191,"meal, meat",2013,93985.0
7192,"meal, meat",2014,98388.0
7193,"meal, meat",2015,110543.0
7194,"meal, meat",2016,112935.0
7195,"meal, meat",2017,136249.0
7196,"meal, meat",2018,168265.0
7197,"meal, meat",2019,170580.0
7241,meat nes,2004,211.0
7242,meat nes,2005,319.0
7243,meat nes,2006,274.0
7244,meat nes,2007,369.0
7245,meat nes,2008,250.0
7246,meat nes,2009,301.0
7247,meat nes,2010,791.0
7248,meat nes,2011,240.0
7249,meat nes,2012,136.0
7250,meat nes,2013,106.0
7251,meat nes,2014,101.0
7252,meat nes,2015,20.0
7253,meat nes,2016,0.0
7254,meat nes,2017,10.0
7255,meat nes,2018,8.0
7256,meat nes,2019,1.0
7300,"meat, dried nes",2004,1.0
7301,"meat, dried nes",2005,7.0
7302,"meat, dried nes",2006,4575.0
7303,"meat, dried nes",2007,124360.0
7304,"meat, dried nes",2008,208880.0
7305,"meat, dried nes",2009,196574.0
7306,"meat, dried nes",2010,190106.0
7307,"meat, dried nes",2011,192925.0
7308,"meat, dried nes",2012,176857.0
7309,"meat, dried nes",2013,178421.0
7310,"meat, dried nes",2014,188729.0
7311,"meat, dried nes",2015,179205.0
7312,"meat, dried nes",2016,181500.0
7313,"meat, dried nes",2017,142549.0
7314,"meat, dried nes",2018,95015.0
7315,"meat, dried nes",2019,127950.0
7359,"meat, duck",2004,430.0
7360,"meat, duck",2005,1220.0
7361,"meat, duck",2006,1510.0
7362,"meat, duck",2007,1159.0
7363,"meat, duck",2008,1181.0
7364,"meat, duck",2009,1917.0
7365,"meat, duck",2010,2178.0
7366,"meat, duck",2011,1507.0
7367,"meat, duck",2012,3025.0
7368,"meat, duck",2013,1489.0
7369,"meat, duck",2014,2062.0
7370,"meat, duck",2015,2385.0
7371,"meat, duck",2016,2983.0
7372,"meat, duck",2017,3433.0
7373,"meat, duck",2018,2968.0
7374,"meat, duck",2019,3082.0
7418,"meat, goat",2004,1.0
7419,"meat, goat",2005,0.0
7420,"meat, goat",2006,0.0
7421,"meat, goat",2007,6.0
7422,"meat, goat",2008,6.0
7423,"meat, goat",2009,0.0
7424,"meat, goat",2010,0.0
7425,"meat, goat",2011,0.0
7426,"meat, goat",2012,0.0
