,label,n,value,type,year
2767,citrus,,13291.0,deforestation,2014
2768,citrus,,11711.0,deforestation,2015
2769,citrus,,12222.0,deforestation,2016
2770,citrus,,16218.0,deforestation,2017
2771,citrus,,11767.0,deforestation,2018
2772,citrus,,12359.0,deforestation,2019
2816,cloves,,6211.0,deforestation,2004
2817,cloves,,2107.0,deforestation,2005
2818,cloves,,3533.0,deforestation,2006
2819,cloves,,2576.0,deforestation,2007
2820,cloves,,5093.0,deforestation,2008
2821,cloves,,5620.0,deforestation,2009
2822,cloves,,2835.0,deforestation,2010
2823,cloves,,4274.0,deforestation,2011
2824,cloves,,140.0,deforestation,2012
2825,cloves,,4095.0,deforestation,2013
2826,cloves,,5619.0,deforestation,2014
2827,cloves,,1367.0,deforestation,2015
2828,cloves,,3868.0,deforestation,2016
2829,cloves,,3535.0,deforestation,2017
2830,cloves,,2940.0,deforestation,2018
2831,cloves,,2409.0,deforestation,2019
2875,cocoa,,79795.0,deforestation,2004
2876,cocoa,,89775.0,deforestation,2005
2877,cocoa,,91857.0,deforestation,2006
2878,cocoa,,82523.0,deforestation,2007
2879,cocoa,,66347.0,deforestation,2008
2880,cocoa,,53616.0,deforestation,2009
2881,cocoa,,59519.0,deforestation,2010
2882,cocoa,,60119.0,deforestation,2011
2883,cocoa,,53374.0,deforestation,2012
2884,cocoa,,47893.0,deforestation,2013
2885,cocoa,,50778.0,deforestation,2014
2886,cocoa,,64806.0,deforestation,2015
2887,cocoa,,60976.0,deforestation,2016
2888,cocoa,,60655.0,deforestation,2017
2889,cocoa,,50048.0,deforestation,2018
2890,cocoa,,51231.0,deforestation,2019
2934,coconuts,,878.0,deforestation,2004
2935,coconuts,,1118.0,deforestation,2005
2936,coconuts,,448.0,deforestation,2006
2937,coconuts,,534.0,deforestation,2007
2938,coconuts,,654.0,deforestation,2008
2939,coconuts,,808.0,deforestation,2009
2940,coconuts,,474.0,deforestation,2010
2941,coconuts,,1038.0,deforestation,2011
2942,coconuts,,1207.0,deforestation,2012
2943,coconuts,,1342.0,deforestation,2013
2944,coconuts,,1028.0,deforestation,2014
2945,coconuts,,1177.0,deforestation,2015
2946,coconuts,,1130.0,deforestation,2016
2947,coconuts,,1485.0,deforestation,2017
2948,coconuts,,1148.0,deforestation,2018
2949,coconuts,,975.0,deforestation,2019
2993,"cocoons, unreelable & waste",,356.0,deforestation,2004
2994,"cocoons, unreelable & waste",,348.0,deforestation,2005
2995,"cocoons, unreelable & waste",,240.0,deforestation,2006
2996,"cocoons, unreelable & waste",,195.0,deforestation,2007
2997,"cocoons, unreelable & waste",,126.0,deforestation,2008
2998,"cocoons, unreelable & waste",,86.0,deforestation,2009
2999,"cocoons, unreelable & waste",,129.0,deforestation,2010
3000,"cocoons, unreelable & waste",,96.0,deforestation,2011
3001,"cocoons, unreelable & waste",,54.0,deforestation,2012
3002,"cocoons, unreelable & waste",,82.0,deforestation,2013
3003,"cocoons, unreelable & waste",,63.0,deforestation,2014
3004,"cocoons, unreelable & waste",,79.0,deforestation,2015
3005,"cocoons, unreelable & waste",,119.0,deforestation,2016
3006,"cocoons, unreelable & waste",,110.0,deforestation,2017
3007,"cocoons, unreelable & waste",,101.0,deforestation,2018
3008,"cocoons, unreelable & waste",,128.0,deforestation,2019
3052,coffee,,1493847.0,deforestation,2004
3053,coffee,,1444273.0,deforestation,2005
3054,coffee,,1556762.0,deforestation,2006
3055,coffee,,1574231.0,deforestation,2007
3056,coffee,,1653960.0,deforestation,2008
3057,coffee,,1715209.0,deforestation,2009
3058,coffee,,1877210.0,deforestation,2010
3059,coffee,,1879870.0,deforestation,2011
3060,coffee,,1589703.0,deforestation,2012
3061,coffee,,1785419.0,deforestation,2013
3062,coffee,,2071063.0,deforestation,2014
3063,coffee,,2091394.0,deforestation,2015
3064,coffee,,1918276.0,deforestation,2016
3065,coffee,,1737369.0,deforestation,2017
3066,coffee,,1917865.0,deforestation,2018
3067,coffee,,2332165.0,deforestation,2019
3111,coir,,149.0,deforestation,2004
3112,coir,,174.0,deforestation,2005
3113,coir,,101.0,deforestation,2006
3114,coir,,11.0,deforestation,2007
3115,coir,,0.0,deforestation,2008
3116,coir,,0.0,deforestation,2009
3117,coir,,0.0,deforestation,2010
3118,coir,,0.0,deforestation,2011
3119,coir,,0.0,deforestation,2012
3120,coir,,1.0,deforestation,2013
3121,coir,,0.0,deforestation,2014
3122,coir,,0.0,deforestation,2015
3123,coir,,0.0,deforestation,2016
3124,coir,,0.0,deforestation,2017
3125,coir,,0.0,deforestation,2018
3126,coir,,0.0,deforestation,2019
3170,copra,,0.0,deforestation,2004
3171,copra,,0.0,deforestation,2005
3172,copra,,0.0,deforestation,2006
3173,copra,,0.0,deforestation,2007
3174,copra,,0.0,deforestation,2008
3175,copra,,0.0,deforestation,2009
3176,copra,,0.0,deforestation,2010
3177,copra,,0.0,deforestation,2011
3178,copra,,0.0,deforestation,2012
3179,copra,,3.0,deforestation,2013
3180,copra,,0.0,deforestation,2014
3181,copra,,0.0,deforestation,2015
3182,copra,,0.0,deforestation,2016
3183,copra,,0.0,deforestation,2017
3184,copra,,0.0,deforestation,2018
3185,copra,,0.0,deforestation,2019
3229,cotton,,454692.0,deforestation,2004
3230,cotton,,428408.0,deforestation,2005
3231,cotton,,342182.0,deforestation,2006
3232,cotton,,445413.0,deforestation,2007
3233,cotton,,573334.0,deforestation,2008
3234,cotton,,616633.0,deforestation,2009
3235,cotton,,534070.0,deforestation,2010
3236,cotton,,812673.0,deforestation,2011
3237,cotton,,1080642.0,deforestation,2012
3238,cotton,,584476.0,deforestation,2013
3239,cotton,,839323.0,deforestation,2014
3240,cotton,,938816.0,deforestation,2015
3241,cotton,,926944.0,deforestation,2016
3242,cotton,,873764.0,deforestation,2017
3243,cotton,,961469.0,deforestation,2018
3244,cotton,,1691210.0,deforestation,2019
3288,cream fresh,,2972.0,deforestation,2004
3289,cream fresh,,1532.0,deforestation,2005
3290,cream fresh,,4950.0,deforestation,2006
3291,cream fresh,,6118.0,deforestation,2007
3292,cream fresh,,5827.0,deforestation,2008
3293,cream fresh,,5513.0,deforestation,2009
3294,cream fresh,,8767.0,deforestation,2010
3295,cream fresh,,5572.0,deforestation,2011
3296,cream fresh,,7344.0,deforestation,2012
3297,cream fresh,,6642.0,deforestation,2013
3298,cream fresh,,6877.0,deforestation,2014
3299,cream fresh,,6390.0,deforestation,2015
3300,cream fresh,,6584.0,deforestation,2016
3301,cream fresh,,7129.0,deforestation,2017
3302,cream fresh,,5968.0,deforestation,2018
3303,cream fresh,,6341.0,deforestation,2019
3347,crude materials,,0.0,deforestation,2004
3348,crude materials,,0.0,deforestation,2005
3349,crude materials,,0.0,deforestation,2006
3350,crude materials,,0.0,deforestation,2007
3351,crude materials,,0.0,deforestation,2008
3352,crude materials,,0.0,deforestation,2009
3353,crude materials,,0.0,deforestation,2010
3354,crude materials,,0.0,deforestation,2011
3355,crude materials,,0.0,deforestation,2012
3356,crude materials,,0.0,deforestation,2013
3357,crude materials,,0.0,deforestation,2014
3358,crude materials,,0.0,deforestation,2015
3359,crude materials,,0.0,deforestation,2016
3360,crude materials,,0.0,deforestation,2017
3361,crude materials,,0.0,deforestation,2018
3362,crude materials,,0.0,deforestation,2019
3406,crude materials nes,,1806.0,deforestation,2004
3407,crude materials nes,,3259.0,deforestation,2005
3408,crude materials nes,,7241.0,deforestation,2006
3409,crude materials nes,,14207.0,deforestation,2007
3410,crude materials nes,,17075.0,deforestation,2008
3411,crude materials nes,,10223.0,deforestation,2009
3412,crude materials nes,,8332.0,deforestation,2010
3413,crude materials nes,,2367.0,deforestation,2011
3414,crude materials nes,,4374.0,deforestation,2012
3415,crude materials nes,,6174.0,deforestation,2013
3416,crude materials nes,,4016.0,deforestation,2014
3417,crude materials nes,,1548.0,deforestation,2015
3418,crude materials nes,,876.0,deforestation,2016
3419,crude materials nes,,667.0,deforestation,2017
3420,crude materials nes,,593.0,deforestation,2018
3421,crude materials nes,,655.0,deforestation,2019
3465,cucumbers and gherkins,,0.0,deforestation,2004
3466,cucumbers and gherkins,,0.0,deforestation,2005
3467,cucumbers and gherkins,,0.0,deforestation,2006
3468,cucumbers and gherkins,,0.0,deforestation,2007
3469,cucumbers and gherkins,,0.0,deforestation,2008
3470,cucumbers and gherkins,,0.0,deforestation,2009
3471,cucumbers and gherkins,,1.0,deforestation,2010
3472,cucumbers and gherkins,,0.0,deforestation,2011
3473,cucumbers and gherkins,,0.0,deforestation,2012
3474,cucumbers and gherkins,,0.0,deforestation,2013
3475,cucumbers and gherkins,,2.0,deforestation,2014
3476,cucumbers and gherkins,,1.0,deforestation,2015
3477,cucumbers and gherkins,,0.0,deforestation,2016
3478,cucumbers and gherkins,,1.0,deforestation,2017
3479,cucumbers and gherkins,,35.0,deforestation,2018
3480,cucumbers and gherkins,,151.0,deforestation,2019
3524,currants,,0.0,deforestation,2004
3525,currants,,0.0,deforestation,2005
3526,currants,,0.0,deforestation,2006
3527,currants,,0.0,deforestation,2007
3528,currants,,0.0,deforestation,2008
3529,currants,,0.0,deforestation,2009
3530,currants,,0.0,deforestation,2010
3531,currants,,0.0,deforestation,2011
3532,currants,,0.0,deforestation,2012
3533,currants,,0.0,deforestation,2013
3534,currants,,0.0,deforestation,2014
3535,currants,,0.0,deforestation,2015
3536,currants,,0.0,deforestation,2016
3537,currants,,0.0,deforestation,2017
3538,currants,,0.0,deforestation,2018
3539,currants,,0.0,deforestation,2019
3583,dairy products,,68242.0,deforestation,2004
3584,dairy products,,78367.0,deforestation,2005
3585,dairy products,,89050.0,deforestation,2006
3586,dairy products,,96579.0,deforestation,2007
3587,dairy products,,142348.0,deforestation,2008
3588,dairy products,,64420.0,deforestation,2009
3589,dairy products,,53217.0,deforestation,2010
3590,dairy products,,37551.0,deforestation,2011
3591,dairy products,,38806.0,deforestation,2012
3592,dairy products,,38406.0,deforestation,2013
3593,dairy products,,83666.0,deforestation,2014
3594,dairy products,,73609.0,deforestation,2015
3595,dairy products,,51649.0,deforestation,2016
3596,dairy products,,36043.0,deforestation,2017
3597,dairy products,,22241.0,deforestation,2018
3598,dairy products,,23780.0,deforestation,2019
3642,dates,,1.0,deforestation,2004
3643,dates,,0.0,deforestation,2005
3644,dates,,0.0,deforestation,2006
3645,dates,,3.0,deforestation,2007
3646,dates,,0.0,deforestation,2008
3647,dates,,0.0,deforestation,2009
3648,dates,,0.0,deforestation,2010
3649,dates,,0.0,deforestation,2011
3650,dates,,0.0,deforestation,2012
3651,dates,,0.0,deforestation,2013
3652,dates,,0.0,deforestation,2014
3653,dates,,0.0,deforestation,2015
3654,dates,,0.0,deforestation,2016
3655,dates,,0.0,deforestation,2017
3656,dates,,4.0,deforestation,2018
3657,dates,,30.0,deforestation,2019
3701,"dregs from brewing, distillation",,0.0,deforestation,2004
3702,"dregs from brewing, distillation",,0.0,deforestation,2005
3703,"dregs from brewing, distillation",,0.0,deforestation,2006
3704,"dregs from brewing, distillation",,0.0,deforestation,2007
3705,"dregs from brewing, distillation",,0.0,deforestation,2008
3706,"dregs from brewing, distillation",,0.0,deforestation,2009
3707,"dregs from brewing, distillation",,0.0,deforestation,2010
3708,"dregs from brewing, distillation",,73.0,deforestation,2011
3709,"dregs from brewing, distillation",,0.0,deforestation,2012
3710,"dregs from brewing, distillation",,0.0,deforestation,2013
3711,"dregs from brewing, distillation",,0.0,deforestation,2014
3712,"dregs from brewing, distillation",,0.0,deforestation,2015
3713,"dregs from brewing, distillation",,0.0,deforestation,2016
3714,"dregs from brewing, distillation",,0.0,deforestation,2017
3715,"dregs from brewing, distillation",,0.0,deforestation,2018
3716,"dregs from brewing, distillation",,0.0,deforestation,2019
3760,eggplants (aubergines),,0.0,deforestation,2004
3761,eggplants (aubergines),,0.0,deforestation,2005
3762,eggplants (aubergines),,0.0,deforestation,2006
3763,eggplants (aubergines),,104.0,deforestation,2007
3764,eggplants (aubergines),,0.0,deforestation,2008
3765,eggplants (aubergines),,2.0,deforestation,2009
3766,eggplants (aubergines),,148.0,deforestation,2010
3767,eggplants (aubergines),,0.0,deforestation,2011
3768,eggplants (aubergines),,0.0,deforestation,2012
3769,eggplants (aubergines),,0.0,deforestation,2013
3770,eggplants (aubergines),,0.0,deforestation,2014
3771,eggplants (aubergines),,0.0,deforestation,2015
3772,eggplants (aubergines),,19.0,deforestation,2016
3773,eggplants (aubergines),,0.0,deforestation,2017
3774,eggplants (aubergines),,30.0,deforestation,2018
3775,eggplants (aubergines),,231.0,deforestation,2019
3819,eggs,,21382.0,deforestation,2004
3820,eggs,,39406.0,deforestation,2005
3821,eggs,,38194.0,deforestation,2006
3822,eggs,,53088.0,deforestation,2007
3823,eggs,,90488.0,deforestation,2008
3824,eggs,,93068.0,deforestation,2009
3825,eggs,,82052.0,deforestation,2010
3826,eggs,,60408.0,deforestation,2011
3827,eggs,,73090.0,deforestation,2012
3828,eggs,,39224.0,deforestation,2013
3829,eggs,,47878.0,deforestation,2014
3830,eggs,,57298.0,deforestation,2015
3831,eggs,,39462.0,deforestation,2016
3832,eggs,,33748.0,deforestation,2017
3833,eggs,,51676.0,deforestation,2018
3834,eggs,,42362.0,deforestation,2019
3878,"fat nes, prepared",,1710.0,deforestation,2004
3879,"fat nes, prepared",,2229.0,deforestation,2005
3880,"fat nes, prepared",,2059.0,deforestation,2006
3881,"fat nes, prepared",,1272.0,deforestation,2007
3882,"fat nes, prepared",,918.0,deforestation,2008
3883,"fat nes, prepared",,380.0,deforestation,2009
3884,"fat nes, prepared",,690.0,deforestation,2010
3885,"fat nes, prepared",,979.0,deforestation,2011
3886,"fat nes, prepared",,833.0,deforestation,2012
3887,"fat nes, prepared",,946.0,deforestation,2013
3888,"fat nes, prepared",,2347.0,deforestation,2014
3889,"fat nes, prepared",,2770.0,deforestation,2015
3890,"fat nes, prepared",,4030.0,deforestation,2016
3891,"fat nes, prepared",,2923.0,deforestation,2017
3892,"fat nes, prepared",,3679.0,deforestation,2018
3893,"fat nes, prepared",,3579.0,deforestation,2019
3937,"fat, liver prepared (foie gras)",,0.0,deforestation,2004
3938,"fat, liver prepared (foie gras)",,0.0,deforestation,2005
3939,"fat, liver prepared (foie gras)",,0.0,deforestation,2006
3940,"fat, liver prepared (foie gras)",,0.0,deforestation,2007
3941,"fat, liver prepared (foie gras)",,0.0,deforestation,2008
3942,"fat, liver prepared (foie gras)",,0.0,deforestation,2009
3943,"fat, liver prepared (foie gras)",,0.0,deforestation,2010
3944,"fat, liver prepared (foie gras)",,0.0,deforestation,2011
3945,"fat, liver prepared (foie gras)",,0.0,deforestation,2012
3946,"fat, liver prepared (foie gras)",,0.0,deforestation,2013
3947,"fat, liver prepared (foie gras)",,0.0,deforestation,2014
3948,"fat, liver prepared (foie gras)",,0.0,deforestation,2015
3949,"fat, liver prepared (foie gras)",,0.0,deforestation,2016
3950,"fat, liver prepared (foie gras)",,0.0,deforestation,2017
3951,"fat, liver prepared (foie gras)",,0.0,deforestation,2018
3952,"fat, liver prepared (foie gras)",,0.0,deforestation,2019
3996,fatty acids,,28724.0,deforestation,2004
3997,fatty acids,,22374.0,deforestation,2005
3998,fatty acids,,33275.0,deforestation,2006
3999,fatty acids,,33411.0,deforestation,2007
4000,fatty acids,,28834.0,deforestation,2008
4001,fatty acids,,27728.0,deforestation,2009
4002,fatty acids,,44060.0,deforestation,2010
4003,fatty acids,,57573.0,deforestation,2011
4004,fatty acids,,34530.0,deforestation,2012
4005,fatty acids,,36676.0,deforestation,2013
4006,fatty acids,,27011.0,deforestation,2014
4007,fatty acids,,31969.0,deforestation,2015
4008,fatty acids,,19074.0,deforestation,2016
4009,fatty acids,,13843.0,deforestation,2017
4010,fatty acids,,10942.0,deforestation,2018
4011,fatty acids,,11736.0,deforestation,2019
4055,fatty substance residues,,1360.0,deforestation,2004
4056,fatty substance residues,,1205.0,deforestation,2005
4057,fatty substance residues,,1613.0,deforestation,2006
4058,fatty substance residues,,644.0,deforestation,2007
4059,fatty substance residues,,392.0,deforestation,2008
4060,fatty substance residues,,940.0,deforestation,2009
4061,fatty substance residues,,933.0,deforestation,2010
4062,fatty substance residues,,1053.0,deforestation,2011
4063,fatty substance residues,,1160.0,deforestation,2012
4064,fatty substance residues,,1453.0,deforestation,2013
4065,fatty substance residues,,151.0,deforestation,2014
4066,fatty substance residues,,604.0,deforestation,2015
4067,fatty substance residues,,907.0,deforestation,2016
4068,fatty substance residues,,1701.0,deforestation,2017
4069,fatty substance residues,,1482.0,deforestation,2018
4070,fatty substance residues,,790.0,deforestation,2019
4114,"feed and meal, gluten",,0.0,deforestation,2004
4115,"feed and meal, gluten",,0.0,deforestation,2005
4116,"feed and meal, gluten",,0.0,deforestation,2006
4117,"feed and meal, gluten",,0.0,deforestation,2007
4118,"feed and meal, gluten",,0.0,deforestation,2008
4119,"feed and meal, gluten",,0.0,deforestation,2009
4120,"feed and meal, gluten",,0.0,deforestation,2010
4121,"feed and meal, gluten",,0.0,deforestation,2011
4122,"feed and meal, gluten",,0.0,deforestation,2012
4123,"feed and meal, gluten",,0.0,deforestation,2013
4124,"feed and meal, gluten",,54.0,deforestation,2014
4125,"feed and meal, gluten",,0.0,deforestation,2015
4126,"feed and meal, gluten",,1.0,deforestation,2016
4127,"feed and meal, gluten",,14.0,deforestation,2017
4128,"feed and meal, gluten",,11.0,deforestation,2018
4129,"feed and meal, gluten",,793.0,deforestation,2019
4173,"feed, pulp of fruit",,889375.0,deforestation,2004
4174,"feed, pulp of fruit",,792959.0,deforestation,2005
4175,"feed, pulp of fruit",,801732.0,deforestation,2006
4176,"feed, pulp of fruit",,799712.0,deforestation,2007
4177,"feed, pulp of fruit",,515021.0,deforestation,2008
4178,"feed, pulp of fruit",,721781.0,deforestation,2009
4179,"feed, pulp of fruit",,663213.0,deforestation,2010
4180,"feed, pulp of fruit",,350812.0,deforestation,2011
4181,"feed, pulp of fruit",,341110.0,deforestation,2012
4182,"feed, pulp of fruit",,280954.0,deforestation,2013
4183,"feed, pulp of fruit",,147749.0,deforestation,2014
4184,"feed, pulp of fruit",,218762.0,deforestation,2015
4185,"feed, pulp of fruit",,105641.0,deforestation,2016
4186,"feed, pulp of fruit",,188668.0,deforestation,2017
4187,"feed, pulp of fruit",,206154.0,deforestation,2018
4188,"feed, pulp of fruit",,195978.0,deforestation,2019
4232,"feed, vegetable products nes",,0.0,deforestation,2004
4233,"feed, vegetable products nes",,0.0,deforestation,2005
4234,"feed, vegetable products nes",,0.0,deforestation,2006
4235,"feed, vegetable products nes",,0.0,deforestation,2007
4236,"feed, vegetable products nes",,0.0,deforestation,2008
4237,"feed, vegetable products nes",,0.0,deforestation,2009
4238,"feed, vegetable products nes",,0.0,deforestation,2010
4239,"feed, vegetable products nes",,0.0,deforestation,2011
4240,"feed, vegetable products nes",,0.0,deforestation,2012
4241,"feed, vegetable products nes",,0.0,deforestation,2013
4242,"feed, vegetable products nes",,0.0,deforestation,2014
4243,"feed, vegetable products nes",,0.0,deforestation,2015
4244,"feed, vegetable products nes",,0.0,deforestation,2016
4245,"feed, vegetable products nes",,0.0,deforestation,2017
4246,"feed, vegetable products nes",,0.0,deforestation,2018
4247,"feed, vegetable products nes",,0.0,deforestation,2019
4291,fibre crops nes,,0.0,deforestation,2004
4292,fibre crops nes,,0.0,deforestation,2005
4293,fibre crops nes,,0.0,deforestation,2006
4294,fibre crops nes,,236.0,deforestation,2007
4295,fibre crops nes,,16412.0,deforestation,2008
4296,fibre crops nes,,20981.0,deforestation,2009
4297,fibre crops nes,,30475.0,deforestation,2010
4298,fibre crops nes,,39100.0,deforestation,2011
4299,fibre crops nes,,36133.0,deforestation,2012
4300,fibre crops nes,,29707.0,deforestation,2013
4301,fibre crops nes,,40640.0,deforestation,2014
4302,fibre crops nes,,34259.0,deforestation,2015
4303,fibre crops nes,,34321.0,deforestation,2016
4304,fibre crops nes,,23294.0,deforestation,2017
4305,fibre crops nes,,29622.0,deforestation,2018
4306,fibre crops nes,,36150.0,deforestation,2019
4350,figs,,910.0,deforestation,2004
4351,figs,,837.0,deforestation,2005
4352,figs,,875.0,deforestation,2006
4353,figs,,1601.0,deforestation,2007
4354,figs,,1645.0,deforestation,2008
4355,figs,,1669.0,deforestation,2009
4356,figs,,817.0,deforestation,2010
4357,figs,,1456.0,deforestation,2011
4358,figs,,1635.0,deforestation,2012
4359,figs,,1369.0,deforestation,2013
4360,figs,,1348.0,deforestation,2014
4361,figs,,1365.0,deforestation,2015
4362,figs,,1191.0,deforestation,2016
4363,figs,,1313.0,deforestation,2017
4364,figs,,1394.0,deforestation,2018
4365,figs,,1386.0,deforestation,2019
4409,flax,,85.0,deforestation,2004
4410,flax,,93.0,deforestation,2005
4411,flax,,147.0,deforestation,2006
4412,flax,,176.0,deforestation,2007
4413,flax,,118.0,deforestation,2008
4414,flax,,60.0,deforestation,2009
4415,flax,,36.0,deforestation,2010
4416,flax,,266.0,deforestation,2011
4417,flax,,96.0,deforestation,2012
4418,flax,,73.0,deforestation,2013
4419,flax,,25.0,deforestation,2014
4420,flax,,29.0,deforestation,2015
4421,flax,,78.0,deforestation,2016
4422,flax,,17.0,deforestation,2017
4423,flax,,11.0,deforestation,2018
4424,flax,,11.0,deforestation,2019
4468,flour,,43289.0,deforestation,2004
4469,flour,,68164.0,deforestation,2005
4470,flour,,72311.0,deforestation,2006
4471,flour,,96055.0,deforestation,2007
4472,flour,,132487.0,deforestation,2008
4473,flour,,118561.0,deforestation,2009
4474,flour,,89615.0,deforestation,2010
4475,flour,,108805.0,deforestation,2011
4476,flour,,94942.0,deforestation,2012
4477,flour,,114693.0,deforestation,2013
4478,flour,,152857.0,deforestation,2014
4479,flour,,135761.0,deforestation,2015
4480,flour,,123860.0,deforestation,2016
4481,flour,,233223.0,deforestation,2017
4482,flour,,153206.0,deforestation,2018
4483,flour,,151603.0,deforestation,2019
4527,fodder and feeding stuff,,15576814.0,deforestation,2004
4528,fodder and feeding stuff,,15373975.0,deforestation,2005
4529,fodder and feeding stuff,,13337835.0,deforestation,2006
4530,fodder and feeding stuff,,13478043.0,deforestation,2007
4531,fodder and feeding stuff,,13132059.0,deforestation,2008
4532,fodder and feeding stuff,,13334404.0,deforestation,2009
4533,fodder and feeding stuff,,14683677.0,deforestation,2010
4534,fodder and feeding stuff,,14909516.0,deforestation,2011
4535,fodder and feeding stuff,,14885277.0,deforestation,2012
4536,fodder and feeding stuff,,13907686.0,deforestation,2013
4537,fodder and feeding stuff,,14162365.0,deforestation,2014
4538,fodder and feeding stuff,,15342275.0,deforestation,2015
4539,fodder and feeding stuff,,14880793.0,deforestation,2016
4540,fodder and feeding stuff,,14797224.0,deforestation,2017
4541,fodder and feeding stuff,,17548763.0,deforestation,2018
4542,fodder and feeding stuff,,17342369.0,deforestation,2019
4586,food prep nes,,103044.0,deforestation,2004
4587,food prep nes,,109489.0,deforestation,2005
4588,food prep nes,,207812.0,deforestation,2006
4589,food prep nes,,312746.0,deforestation,2007
4590,food prep nes,,281988.0,deforestation,2008
4591,food prep nes,,239477.0,deforestation,2009
4592,food prep nes,,409262.0,deforestation,2010
4593,food prep nes,,141234.0,deforestation,2011
4594,food prep nes,,149134.0,deforestation,2012
4595,food prep nes,,165806.0,deforestation,2013
4596,food prep nes,,117786.0,deforestation,2014
4597,food prep nes,,127907.0,deforestation,2015
4598,food prep nes,,138200.0,deforestation,2016
4599,food prep nes,,133680.0,deforestation,2017
4600,food prep nes,,143797.0,deforestation,2018
4601,food prep nes,,154890.0,deforestation,2019
4645,food wastes,,57278.0,deforestation,2004
4646,food wastes,,55304.0,deforestation,2005
4647,food wastes,,69339.0,deforestation,2006
4648,food wastes,,100211.0,deforestation,2007
4649,food wastes,,105257.0,deforestation,2008
4650,food wastes,,78575.0,deforestation,2009
4651,food wastes,,120915.0,deforestation,2010
4652,food wastes,,128290.0,deforestation,2011
4653,food wastes,,137884.0,deforestation,2012
4654,food wastes,,170124.0,deforestation,2013
4655,food wastes,,176418.0,deforestation,2014
4656,food wastes,,149089.0,deforestation,2015
4657,food wastes,,164500.0,deforestation,2016
4658,food wastes,,229247.0,deforestation,2017
4659,food wastes,,241746.0,deforestation,2018
4660,food wastes,,237370.0,deforestation,2019
4704,forage products,,5.0,deforestation,2004
4705,forage products,,2.0,deforestation,2005
4706,forage products,,0.0,deforestation,2006
4707,forage products,,28.0,deforestation,2007
4708,forage products,,166.0,deforestation,2008
4709,forage products,,10.0,deforestation,2009
4710,forage products,,17.0,deforestation,2010
4711,forage products,,3.0,deforestation,2011
4712,forage products,,81.0,deforestation,2012
4713,forage products,,0.0,deforestation,2013
4714,forage products,,19.0,deforestation,2014
4715,forage products,,0.0,deforestation,2015
4716,forage products,,145.0,deforestation,2016
4717,forage products,,66.0,deforestation,2017
4718,forage products,,230.0,deforestation,2018
4719,forage products,,174.0,deforestation,2019
4763,"fructose and syrup, other",,12.0,deforestation,2004
4764,"fructose and syrup, other",,23.0,deforestation,2005
4765,"fructose and syrup, other",,133.0,deforestation,2006
4766,"fructose and syrup, other",,5.0,deforestation,2007
4767,"fructose and syrup, other",,14.0,deforestation,2008
4768,"fructose and syrup, other",,14.0,deforestation,2009
4769,"fructose and syrup, other",,18.0,deforestation,2010
4770,"fructose and syrup, other",,5.0,deforestation,2011
4771,"fructose and syrup, other",,8.0,deforestation,2012
4772,"fructose and syrup, other",,0.0,deforestation,2013
4773,"fructose and syrup, other",,0.0,deforestation,2014
4774,"fructose and syrup, other",,4.0,deforestation,2015
4775,"fructose and syrup, other",,0.0,deforestation,2016
4776,"fructose and syrup, other",,0.0,deforestation,2017
4777,"fructose and syrup, other",,0.0,deforestation,2018
4778,"fructose and syrup, other",,0.0,deforestation,2019
4822,fruit,,2602614.0,deforestation,2004
4823,fruit,,2777227.0,deforestation,2005
4824,fruit,,2757435.0,deforestation,2006
4825,fruit,,3204742.0,deforestation,2007
4826,fruit,,3168995.0,deforestation,2008
4827,fruit,,3021242.0,deforestation,2009
4828,fruit,,2879161.0,deforestation,2010
4829,fruit,,2836244.0,deforestation,2011
4830,fruit,,2745224.0,deforestation,2012
4831,fruit,,2975113.0,deforestation,2013
4832,fruit,,2759006.0,deforestation,2014
4833,fruit,,2970050.0,deforestation,2015
4834,fruit,,3255105.0,deforestation,2016
4835,fruit,,3169894.0,deforestation,2017
4836,fruit,,3481472.0,deforestation,2018
4837,fruit,,3372456.0,deforestation,2019
4881,garlic,,46.0,deforestation,2004
4882,garlic,,832.0,deforestation,2005
4883,garlic,,739.0,deforestation,2006
4884,garlic,,666.0,deforestation,2007
4885,garlic,,477.0,deforestation,2008
4886,garlic,,67.0,deforestation,2009
4887,garlic,,0.0,deforestation,2010
4888,garlic,,218.0,deforestation,2011
4889,garlic,,1.0,deforestation,2012
4890,garlic,,1.0,deforestation,2013
4891,garlic,,2.0,deforestation,2014
4892,garlic,,1.0,deforestation,2015
4893,garlic,,1.0,deforestation,2016
4894,garlic,,9.0,deforestation,2017
4895,garlic,,30.0,deforestation,2018
4896,garlic,,57.0,deforestation,2019
4940,"germ, maize",,19.0,deforestation,2004
4941,"germ, maize",,56.0,deforestation,2005
4942,"germ, maize",,4.0,deforestation,2006
4943,"germ, maize",,17.0,deforestation,2007
4944,"germ, maize",,3.0,deforestation,2008
4945,"germ, maize",,1.0,deforestation,2009
4946,"germ, maize",,15.0,deforestation,2010
4947,"germ, maize",,22.0,deforestation,2011
4948,"germ, maize",,23.0,deforestation,2012
4949,"germ, maize",,35.0,deforestation,2013
4950,"germ, maize",,17.0,deforestation,2014
4951,"germ, maize",,8.0,deforestation,2015
4952,"germ, maize",,10.0,deforestation,2016
4953,"germ, maize",,0.0,deforestation,2017
4954,"germ, maize",,1.0,deforestation,2018
4955,"germ, maize",,6.0,deforestation,2019
